job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal
PHP Developer,Arrant Technologies,"Surat, Gujarat, India",Surat,2-4 years,8.0-11.1 LPA,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","Join our dynamic IT team as a PHP Developer. Responsibilities include designing, developing, and maintaining solutions using PHP, Laravel, MySQL. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Full-time,2026-03-14,Indeed
Tableau Developer,ValueSoft Technologies,"Surat, Gujarat, India",Surat,7-10 years,Not Disclosed,"Tableau, SQL, Python, Google Analytics, Looker","Seeking a motivated Tableau Developer to strengthen our Surat team. Experience with Tableau, SQL, Python is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Full-time,2026-02-20,Naukri
Product Designer,Infosys BPO,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹5,158/month","Figma, Adobe XD, Sketch, Prototyping, Wireframing","We are looking for a passionate Product Designer to join our growing team in Surat. You will work with Figma, Adobe XD, Sketch and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",UI / UX Design,Internship,2026-02-18,Indeed
Backend Engineer,Dev Technosys,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹15,356/month","Python, Django, REST API, PostgreSQL, Docker","Seeking a motivated Backend Engineer to strengthen our Surat team. Experience with Python, Django, REST API is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Software Development,Internship,2026-03-04,Glassdoor
Flutter Developer,Technosoft Solutions,"Surat, Gujarat, India",Surat,4-6 years,16.2-20.7 LPA,"iOS, Swift, SwiftUI, Xcode, Core Data","We are looking for a passionate Flutter Developer to join our growing team in Surat. You will work with iOS, Swift, SwiftUI and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Mobile App Development,Full-time,2026-02-08,Glassdoor
Business Analyst,Arrant Technologies,"Surat, Gujarat, India",Surat,5-8 years,Not Disclosed,"Power BI, DAX, SQL Server, Excel, Power Query","We are hiring a talented Business Analyst for our Surat development centre. You will leverage your expertise in Power BI, DAX, SQL Server to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Analytics,Full-time,2026-03-18,Glassdoor
Cloud Engineer,Softobiz Technologies,"Surat, Gujarat, India",Surat,1-3 years,5.0-7.1 LPA,"AWS, EC2, S3, Lambda, RDS, CloudFormation","Exciting opportunity for an experienced Cloud Engineer at our Surat office. The ideal candidate will have hands-on experience with AWS, EC2, S3, excellent communication skills, and a track record of delivering projects on time.",Cloud Computing,Part-time,2026-01-28,LinkedIn
Security Engineer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹16,060/month","Ethical Hacking, CEH, OSCP, Kali Linux, Penetration Testing","We are looking for a passionate Security Engineer to join our growing team in Surat. You will work with Ethical Hacking, CEH, OSCP and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cybersecurity,Internship,2026-02-26,Glassdoor
Power BI Developer,Tata Consultancy Services,"Surat, Gujarat, India",Surat,3-5 years,10.3-15.2 LPA,"Tableau, SQL, Python, Google Analytics, Looker","We are looking for a passionate Power BI Developer to join our growing team in Surat. You will work with Tableau, SQL, Python and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Analytics,Full-time,2026-02-05,LinkedIn
React Native Developer,Orion InfoSolutions,"Surat, Gujarat, India",Surat,10+ years,45.7-62.8 LPA,"Flutter, Dart, Firebase, REST API, Android, iOS","We are hiring a talented React Native Developer for our Surat development centre. You will leverage your expertise in Flutter, Dart, Firebase to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Mobile App Development,Contract,2026-01-24,Indeed
Product Designer,Softvan Pvt Ltd,"Surat, Gujarat, India",Surat,2-4 years,6.9-9.5 LPA,"Adobe Illustrator, Figma, Motion Design, Design Systems","Exciting opportunity for an experienced Product Designer at our Surat office. The ideal candidate will have hands-on experience with Adobe Illustrator, Figma, Motion Design, excellent communication skills, and a track record of delivering projects on time.",UI / UX Design,Full-time,2026-01-17,Indeed
Mobile App Developer,ValueSoft Technologies,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹15,401/month","React Native, JavaScript, Redux, Firebase, Expo","Seeking a motivated Mobile App Developer to strengthen our Surat team. Experience with React Native, JavaScript, Redux is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Mobile App Development,Internship,2025-12-31,LinkedIn
Network Administrator,Arrant Technologies,"Surat, Gujarat, India",Surat,4-6 years,16.2-20.1 LPA,"Cisco, CCNA, Routing, Switching, OSPF, BGP","Join our dynamic IT team as a Network Administrator. Responsibilities include designing, developing, and maintaining solutions using Cisco, CCNA, Routing. Be part of an innovative team solving real-world problems for enterprise clients.",Network Engineering,Full-time,2026-03-22,LinkedIn
Business Analyst,Mobisoft Infotech,"Surat, Gujarat, India",Surat,10+ years,42.3-67.2 LPA,"Tableau, SQL, Python, Google Analytics, Looker","We are hiring a talented Business Analyst for our Surat development centre. You will leverage your expertise in Tableau, SQL, Python to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Analytics,Part-time,2026-03-13,Glassdoor
Automation Test Engineer,Infosys BPO,"Surat, Gujarat, India",Surat,4-6 years,12.8-19.3 LPA,"Appium, Mobile Testing, Java, TestNG, BDD, Cucumber","Join our dynamic IT team as a Automation Test Engineer. Responsibilities include designing, developing, and maintaining solutions using Appium, Mobile Testing, Java. Be part of an innovative team solving real-world problems for enterprise clients.",QA / Software Testing,Contract,2026-01-19,LinkedIn
SAP ABAP Developer,Technosoft Solutions,"Surat, Gujarat, India",Surat,4-6 years,15.8-19.2 LPA,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","We are looking for a passionate SAP ABAP Developer to join our growing team in Surat. You will work with SAP Basis, SAP Hana, SAP BW and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",ERP / Enterprise Systems,Contract,2026-01-28,Indeed
React Developer,Infosys BPO,"Surat, Gujarat, India",Surat,10+ years,42.7-69.9 LPA,"Vue.js, Laravel, PHP, MySQL, REST API, Docker","We are looking for a passionate React Developer to join our growing team in Surat. You will work with Vue.js, Laravel, PHP and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Full-time,2026-02-21,Indeed
Backend Engineer,HData Systems,"Surat, Gujarat, India",Surat,2-4 years,8.4-10.7 LPA,"C#, .NET Core, ASP.NET, SQL Server, Angular","Exciting opportunity for an experienced Backend Engineer at our Surat office. The ideal candidate will have hands-on experience with C#, .NET Core, ASP.NET, excellent communication skills, and a track record of delivering projects on time.",Software Development,Full-time,2026-01-06,LinkedIn
SAP Consultant,DigiPrima Technologies,"Surat, Gujarat, India",Surat,4-6 years,12.7-20.8 LPA,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","We are looking for a passionate SAP Consultant to join our growing team in Surat. You will work with SAP Basis, SAP Hana, SAP BW and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",ERP / Enterprise Systems,Contract,2026-03-16,Indeed
Game Developer,Synarion IT Solutions,"Surat, Gujarat, India",Surat,2-4 years,7.5-10.7 LPA,"Unity, C#, 3D Modeling, Blender, Shader Programming","We are hiring a talented Game Developer for our Surat development centre. You will leverage your expertise in Unity, C#, 3D Modeling to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Game Development,Full-time,2026-01-29,Indeed
Flutter Developer,ValueSoft Technologies,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹9,909/month","Flutter, Dart, Firebase, REST API, Android, iOS","We are hiring a talented Flutter Developer for our Surat development centre. You will leverage your expertise in Flutter, Dart, Firebase to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Mobile App Development,Internship,2026-03-23,Indeed
Database Administrator,Dev Technosys,"Surat, Gujarat, India",Surat,5-8 years,17.5-26.0 LPA,"SQL Server, SSRS, SSIS, T-SQL, Database Administration","We are hiring a talented Database Administrator for our Surat development centre. You will leverage your expertise in SQL Server, SSRS, SSIS to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Database Administration,Contract,2026-02-17,Naukri
iOS Developer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,2-4 years,6.1-10.9 LPA,"Android, Kotlin, Java, Retrofit, Room, Jetpack","We are looking for a passionate iOS Developer to join our growing team in Surat. You will work with Android, Kotlin, Java and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Mobile App Development,Full-time,2026-03-21,Glassdoor
Full Stack Developer,Dev Technosys,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,3.6-4.1 LPA,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","Exciting opportunity for an experienced Full Stack Developer at our Surat office. The ideal candidate will have hands-on experience with Next.js, React, Node.js, excellent communication skills, and a track record of delivering projects on time.",Web Development,Full-time,2026-02-16,Glassdoor
Node.js Developer,Softvan Pvt Ltd,"Surat, Gujarat, India",Surat,5-8 years,20.4-28.1 LPA,"Vue.js, Laravel, PHP, MySQL, REST API, Docker","We are hiring a talented Node.js Developer for our Surat development centre. You will leverage your expertise in Vue.js, Laravel, PHP to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Full-time,2026-01-28,LinkedIn
UI Designer,Infowind Technologies,"Surat, Gujarat, India",Surat,10+ years,Not Disclosed,"Figma, Adobe XD, Sketch, Prototyping, Wireframing","Seeking a motivated UI Designer to strengthen our Surat team. Experience with Figma, Adobe XD, Sketch is mandatory. Participate in sprint planning, code reviews, and technical documentation.",UI / UX Design,Full-time,2025-12-24,Naukri
Flutter Developer,WebMob Technologies,"Surat, Gujarat, India",Surat,10+ years,Not Disclosed,"iOS, Swift, SwiftUI, Xcode, Core Data","We are hiring a talented Flutter Developer for our Surat development centre. You will leverage your expertise in iOS, Swift, SwiftUI to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Mobile App Development,Full-time,2026-02-04,Naukri
MySQL DBA,WebMob Technologies,"Surat, Gujarat, India",Surat,2-4 years,6.0-11.0 LPA,"MongoDB, Cassandra, Redis, NoSQL, Database Design","Seeking a motivated MySQL DBA to strengthen our Surat team. Experience with MongoDB, Cassandra, Redis is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Database Administration,Contract,2026-02-24,Naukri
UX Designer,Dev Technosys,"Surat, Gujarat, India",Surat,3-5 years,11.0-14.4 LPA,"Figma, User Research, Interaction Design, Usability Testing","Exciting opportunity for an experienced UX Designer at our Surat office. The ideal candidate will have hands-on experience with Figma, User Research, Interaction Design, excellent communication skills, and a track record of delivering projects on time.",UI / UX Design,Full-time,2026-01-28,Naukri
Android Developer,Orion InfoSolutions,"Surat, Gujarat, India",Surat,1-3 years,5.2-7.2 LPA,"React Native, JavaScript, Redux, Firebase, Expo","Seeking a motivated Android Developer to strengthen our Surat team. Experience with React Native, JavaScript, Redux is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Mobile App Development,Contract,2025-12-25,LinkedIn
Angular Developer,IndiaNIC Infotech,"Surat, Gujarat, India",Surat,3-5 years,11.1-15.2 LPA,"Angular, TypeScript, Spring Boot, Java, MySQL","We are looking for a passionate Angular Developer to join our growing team in Surat. You will work with Angular, TypeScript, Spring Boot and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Full-time,2026-02-02,Glassdoor
